Price,district,Area,Address,Number of bedrooms,Number of bathrooms,New_content,Floor,NumOfConvient,district_encoded
2750000000.0,Quận 8,48.0,"hẻm Hoàng Sĩ Khải phường 14 , quận 8",2.0,2.0,"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm Hoàng Sĩ Khải phường 14 , quận 8 giá rẻ Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm Hoàng Sĩ Khải phường 14 , quận 8 giá rẻ Diện tích 412 48m2 Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh Cách mặt tiền đường Bến Bình Đông tầm 400m Gần với trường Mầm non Đô Rê Mon Gần với công an phường 14 quận 8 Di chuyển ra đường Võ Văn Kiệt tầm 510p Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày Giá 2.750 tỷ",2,2,19
2350000000.0,Quận 8,48.0,"hẻm 20 Phú Định  phường 16 , quận 8 ",2.0,2.0,"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 20 Phú Định phường 16 , quận 8 giá rẻ Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 20 Phú Định phường 16 , quận 8 giá rẻ Diện tích 412 48m2 Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh Hẻm thông ra hẻm 25 Phú Định, cách mặt tền đường Phú Định tầm 300m Gần với cửa hàng Vinmart , gần quán cà phê Nhung Bin Gần với cửa hàng rau sạch Green Garden Gần với trường mầm non Thiên Thần Nhỏ Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày Giá 2.350 tỷ",2,2,19
10000000000.0,Thủ Đức,83.0,"Đường Số 27, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM",4.0,4.0,"Nhà 3 TẦNG đường 27, khu bên sông Hiệp Bình Chánh, dt 83m2 Nhà 3 TẦNG đường 27, khu bên sông Hiệp Bình Chánh, dt 83m2 Nhà ngay trường học Ngô Chí Quốc Hiện trạng 1 trệt 2 lầu sân thượng, Sân trước 3m3, sân sau 2m gồm 4PN, 4 WC, có giếng trời.. Diện tích đất 83m2 4.5m x 18m , dtsd 175,46m2 Pháp lý sổ Hồng riêng hoàn công đầy đủ Hướng Đông Bắc Sát trường mầm non, cấp 2, Gần trường cấp 1 Cách Phạm Văn Đồng 100m, gần TTTM Gigamall. Mặt đường trước nhà 14m Giá 10 tỷ còn thương lượng Liên hệ 0898 408 677",3,2,21
4700000000.0,Quận 12,70.0,Dương Thị Mười - Tân Chánh Hiệp - Quận 12.,3.0,3.0,"Nhà 70 m2 - 3 PN - Xe hơi tránh - Dương Thị Mười - Tân Chánh Hiệp - Quận12 - Chỉ 4 tỷ 7. Nhà 70 m2 3 PN Xe hơi tránh Dương Thị Mười Tân Chánh Hiệp Quận12 Chỉ 4 tỷ 7. Nhà mới ở ngay, gần Mặt tiền Dương Thị Mười. DT 4 x 18, DTSD 135 m2. Kết cấu 2 tầng, 3 PN, phòng bếp và Phòng khách rất rộng. Hẻm xe hơi tránh, khu dân trí, an ninh. Dương Thị Mười gần Bệnh viện Quận 12, CVPM Quang Trung. Sổ hồng riêng, hoàn công đủ.",2,2,12
11000000000.0,Quận 7,75.0,phường Tân Hưng Quận 7,4.0,5.0,"BÁN NHÀ KDC ĐỒNG BỘ CAO TẦNG _ NẰM CẠNH LOTTE MART QUẬN 7 Diện tích 5 x 15 Kết cấu trệt, 2 lầu, sân thượng _ 4 phòng ngủ, 5WC, phòng thờ, sân thượng Vị trí phường Tân Hưng Quận 7 Đường trước nhà 8m, xe tải đến cửa, xe hơi vào nhà. Nhà gần chợ Tân Quy, chợ Tân Mỹ, KDC cao cấp Phú Mỹ Hưng, bệnh viện Pháp Việt, bệnh viện Tim Tâm Đức, TTTM Cresent Mall, ViVo City, Lotte Mart, trường ĐH Tôn Đức Thắng, ĐH Tài Chính Marketing, Di chuyển sang các Quận Trung Tâm 1,4,5,8, rất dễ dàng. Xung quanh toàn nhà cao tầng, khu vực dân trí cao. Giá bán 11 tỷ HỖ TRỢ TÌM BĐS THEO YÊU CẦU KHU VỰC NAM SÀI GÒN VÀ CÁC QUẬN TRUNG TÂM BÀN GIAO NHÀ Ở, ĐẤT Ở GIÁ ĐẦU TƯ NHẬN KÍ GỬI KHU VỰC TP.HCM _HOTLINE ZALO 090.146.0710 em Tú",3,3,18
5700000000.0,Bình Thạnh,56.0,"Nhà Hoàng Hoa Thám, Phường 7, Bình Thạnh",3.0,3.0,"Nhà phường 7, sát hẻm ô tô, 3 phòng ngủ, xây BTCT. Nhà Hoàng Hoa Thám, Phường 7, Bình Thạnh Diện tích 4.5m x 14m Nhà 1trệt 1 lầu đúc BTCT có 3 phòng ngủ, 3WC. Hẻm sạch sẽ, an ninh, vài bước lên ô tô, gần mặt tiền. Hàng xóm cao tầng, thân thiện, dân trí cao, tiện ích đầy đủ. Mọi chi tiết xin liên hệ Duyên 0908.638.007",2,1,1
5000000000.0,Bình Tân,52.0,"Bình tân, Hồ Chí Minh",5.0,5.0,"Nhà ngon có dòng tiền, hẻm xe hơi, đường Tây Lân, Bình Trị Đông A, Bình Tân Nhà lầu bề thế, hẻm xe hơi quay đầu, đường Tây Lân, Bình Trị Đông A, Bình Tân Diện tích 52m2 1 trệt 2 lầu kiên cố đang cho thuê 2 tầng trên Xung quanh là chợ, trường mầm non, THCS, THPT, Bách Hóa Xanh, Thế Giới Di Động, nhà sách, bệnh viện..ra QL1A 3 phút Giá bán giảm chỉ còn 5 tỷ Vui lòng liên hệ Kiệt, chuyên gia nhà phố Bình Tân để xem nhà, đt 0907451088",3,2,2
2150000000.0,Quận 8,48.0,"đường Bình Đức phường 15, quận 8",2.0,2.0,"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường Bình Đức phường 15, quận 8 giá rẻ Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường Bình Đức phường 15, quận 8 giá rẻ Diện tích 412 48m2 Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh Cách mặt tiền đường Mễ Cốc tầm 200m , con đường thông ra đường Lưu Hữu Phước Gần với cửa hàng quần áo Mia Store , gần quá Café đồ gia dụng Dung Minh Nhật Gần với Trường mần non Hạnh Dung , gần với nhà thờ Bình Đông Gần với trường Mần non Bé Ngoan Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày Giá 2.150 tỷ",2,2,19
2550000000.0,Quận 8,48.0,"đường Nguyễn Sĩ Cố phường 15 , quận 8 ",2.0,2.0,"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường Nguyễn Sĩ Cố phường 15 , quận 8 giá rẻ Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường Nguyễn Sĩ Cố phường 15 , quận 8 giá rẻ Diện tích 412 48m2 Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh Con đường thông ra đường Lưu Hữu Phước Gần với cửa hàng quần áo Repsaigon Gần với phòng khám y khoa 243 Bis Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày Giá 2.550 tỷ",2,2,19
2350000000.0,Quận 8,48.0,đường 19 phường 7 quận 8 ,2.0,2.0,"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường 19 phường 7 quận 8 giá rẻ Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường 19 phường 7 quận 8 giá rẻ Diện tích 412 48m2 Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh Cách mặt tiền đường Phạm Thế Hiển Gần với cửa hàng điện thoại Minh Nhựt , gần cửa hàng điện máy xanh Gần với giáo xứ Bình Thuận Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày Giá 2.350 tỷ",2,2,19
2550000000.0,Quận 8,48.0,"đường Lê Bôi phường 7 , quận 8",2.0,2.0,"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường Lê Bôi phường 7 , quận 8 giá rẻ Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường Lê Bôi phường 7 , quận 8 giá rẻ Diện tích 412 48m2 Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh Cách mặt tiền đường Phạm Thế Hiển tầm 300m , di chuyển ra đường Võ Văn Kiệt tầm 10p đi xe máy Gần với Phòng khám Nội Hoa , gần với trường mần non Khai Tâm Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày Giá 2.550 tỷ",2,2,19
2350000000.0,Quận 8,48.0,"đường số 1 phường 7 , quận 8 ",2.0,2.0,"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường số 1 phường 7 , quận 8 giá rẻ Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường số 1 phường 7 , quận 8 giá rẻ Diện tích 412 48m2 Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh Cách mặt tiền đường Phạm Thế Hiển tầm 300m , di chuyển ra đường Võ Văn Kiệt tầm 10p đi xe máy Gần với Phòng khám Nội Hoa , gần với trường mần non Khai Tâm Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày Giá 2.350 tỷ",2,2,19
6700000000.0,Quận 7,54.0,phường Bình Thuận Quận 7,3.0,4.0,"BÁN NHÀ NGANG GẦN 5M, FULL NỘI THẤT HIỆN ĐẠI _ GẦN LOTTE MART QUẬN 7 DT 4,5 x 12 Kết cấu trệt, 2 lầu, sân thượng _ 3PN, 4WC, sân thượng Vị trí phường Bình Thuận Quận 7 Cách HXH vài bước chân, 100m ra đến MT Nguyễn Thị Thập Nhà gần chợ Tân Mỹ, KDC cao cấp Phú Mỹ Hưng, bệnh viện Pháp Việt, bệnh viện Tim Tâm Đức, TTTM Cresent Mall, ViVo City, Lotte Mart, trường ĐH Tôn Đức Thắng, ĐH Tài Chính Marketing, chỉ trong vòng bán kính 1km Di chuyển sang các Quận Trung Tâm 1,4,5,8, rất dễ dàng. Giá bán 6,7 tỷ. Còn thương lượng HỖ TRỢ TÌM BĐS THEO YÊU CẦU KHU VỰC NAM SÀI GÒN VÀ CÁC QUẬN TRUNG TÂM BÀN GIAO NHÀ Ở, ĐẤT Ở GIÁ ĐẦU TƯ NHẬN KÍ GỬI KHU VỰC TP.HCM _HOTLINE ZALO 090.146.0710 em Tú",3,3,18
5500000000.0,Tân Phú,54.0,"Gò Dầu, Tân Quý, Tân Phú",2.0,2.0,"Nhà mặt tiền đường ô tô tránh nhau. Giảm 500tr còn 5.5 tỷ Nhà mặt tiền đường tiện kinh doanh, xây kiên cố 1 trệt 1 lầu, gồm 2 phòng ngủ rộng, 2 vệ sinh, phòng bếp, ban công thoáng mát. Phòng khách rộng xe hơi vào trong. Gia đình xây để ở nên chắc chắn, đầy đủ công năng. Máy lạnh, máy nước nóng đầy đủ. Nhà tiện ở vừa kinh doanh, mở công ty, cho thuê.. Vị trí gần Nhà Thờ Tân Hương. Đường trước nhà rộng rãi, xe hơi quay đầu. Khu ở yên tĩnh, an ninh. Tiện ích xung quanh đầy đủ. Sổ đẹp chính chủ, pháp lý chuẩn. Liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",2,1,23
6600000000.0,Quận 12,90.0,Tân Chánh Hiệp - Quận 12 - Tp Hồ Chí Minh,3.0,2.0,"Nhà 90m2-Mặt tiền đường Huỳnh Thị Hai-Vừa ở vừa kinh doanh-Tân Chánh Hiệp-Q.12-Chỉ 6 tỷ 6. Nhà 90m2Mặt tiền đường Huỳnh Thị HaiVừa ở vừa kinh doanhTân Chánh HiệpQ.12Chỉ 6 tỷ 6. Nhà mặt tiền đường , đang vừa ở vừa cho thuê lam Văn Phòng công ty. 90 m2, DTSD 180 m2. Kết cấu 2 tầng, 3 PN. Huỳnh Thị Hai gần trường ĐH Giao thông Vận Tải, gần UBND phường TCH, gần ngã tư Tô Ký. Sổ hồng riêng, mua bán công chứng ngay . 0974642818 Gặp Tươi xem nhà, xem sổ.",2,1,12
7200000000.0,Gò Vấp,75.0,Gò Vấp,4.0,3.0,"NHÀ ĐẸP - DIỆN TÍCH TO 4PN - SỔ VUÔNG ĐÉT - NGÂN HÀNG ĐỊNH GIÁ 7.2 TỶ Nhà đẹp 1 trệt 1 lầu đúc BTCT có 4PN, 4WC 1PN dưới trệt, sân để xe rộng rãi. Hẻm trước nhà 4m, rộng rãi, sạch sẽ, an ninh. Tien ich bua vay khong thieu thu gi. So hong rieng vuông đét, hoàn công đầy đủ, phap ly chuẩn, chủ vay Bank 4.3 tỷ.",2,0,5
4700000000.0,Quận 12,105.0,Đông Hưng Thuận - Quận 12.,2.0,2.0,"Nhà 105 m2-Hẻm 6 mét-Ko lộ giới, ko quy hoạch-Tô Ký-Đông Hưng Thuận-Quận 12-Gấp bán 4 tỷ 7. Nhà 105 m2Hẻm 6 métKo lộ giới, ko quy hoạchTô KýĐông Hưng ThuậnQuận 12Gấp bán 4 tỷ 7. CHỦ NGỘP NẶNG XOẮN BÁN. Nhà 105 m2, ngang 5 mét chuẩn đẹp, công nhận đủ ko lộ giới , ko quy hoạch. Nội thất cao cấp, 2 tầng BTCT. Hẻm 6 mét rộng rãi. Nhà sát mặt tiền Tô Ký, kế bên Galaxy Nguyễn Văn Quá. Sổ hồng riêng, nở hậu đầy lộc. Chỉ 48 triệum2 cả đất và nhà, tương đương mua đất được tặng nhà 2 tầng nội thất VIP. 0974642818 Gặp Tươi xem nhà, xem sổ ngay.",2,1,12
5250000000.0,Tân Bình,76.0,"Cộng Hòa, P.13, Tân Bình",2.0,2.0,"Nhà mới, rộng an ninh đường Cộng Hòa, cạnh Etown, 5.25 tỷ Nhà gần mặt tiền đường Cộng Hòa, cạnh Etown. Khu an sinh, an ninh tốt. Diện tích rộng 76m2, xây trệt 1 lầu, gồm 3 phòng ngủ, lát sàn gỗ tự nhiên, 2 vệ sinh, phòng khách rộng, sân trước, sân thượng phơi đồ và trồng cây cảnh. Sổ hồng riêng, pháp lý chuẩn. Liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",2,1,22
5700000000.0,Thủ Đức,66.0,"Đường Số 7, Phường Linh Trung, Quận Thủ Đức, TP HCM",3.0,2.0,"Nhà 1trệt 1lầu, hẻm oto đường số 7, P. Linh Trung Thủ Đức, dt 66m2 Nhà 1trệt 1lầu, hẻm oto đường số 7, P. Linh Trung Thủ Đức, dt 66m2 Đường số 7, P. Linh Trung, ngay trung tâm Thủ Đức Khu dan cư hiện hữu , không quy hoạch Diện tích 66m2 416,5 Nhà hướng Đông Bắc . Đường xe hơi vào tận trước cửa, nhàcos 3pn, 2wc, phòng khách và bếp, xe hơi để phòng khách được, sân để xe máy. vị trí cách Hoàng Diệu 2 300mét gần trường đại học Ngân Hàng. Khu tt mua sắm Vincom Thủ Đức. .. Pháp lý Sổ hồng riêng, nhà hoàn công đầy đủ Giá bán 5,7 tỷ bớt lộc Liên hệ 0898 408 677",2,1,21
12300000000.0,Quận 11,100.0,Nguyễn Chí Thanh Phường 4 Quận 11,3.0,2.0,"TIN HOT Nhà bán Nguyễn Chí Thanh, P4, Q11 hẻm đẹp, 100m2 2 tầng Giá rẻ TIN HOT Nhà bán Nguyễn Chí Thanh, P4, Q11 hẻm đẹp, 100m2 2 tầng Giá rẻ Diện tích 100m2. Ngang 5.6m Dài 18m. Kết cấu 1 trệt 1 lầu, 1 sân để xe, 1PK, 1 bếp rộng, 3 phòng ngủ, 2 toilet. Hẻm 4m. Thông tứ phía. 100m ra đường Nguyễn Thị Nhỏ, Hà Tôn Quyền,... 5 Phút đến Chợ Thiếc Thuận tiện di chuyển Hồng Bàng, 3 tháng 2, Tạ Uyên, Tân Thành, Trần Quý. Tiện ích xung quanh đầy đủ. Gần chợ Hà Tôn Quyền, trường học các cấp, ngân hàng, cửa hàng tiện lợi, quán ăn, phòng khám, Thế giới di động, Bách Hóa xanh, Bệnh viện. Thích hợp mua ở, cho thuê nhà nguyên căn, kinh doanh căn hộ dịch vụ, massage, thẩm mỹ viện, xông hơi, spa, salon tóc, nail, bán hàng online. Chủ đã rất mệt mỏi vì đã hạ chào liên tục gần 4 tỷ chỉ muốn chốt ngay với khách thiện chí Giá 12.3 tỷ. thương lượng mạnh Liên Hệ Xem Nhà Hẻm Đường Nguyễn Chí Thanh Mr Huy Nhà Phố Quận 11 Fanpage Nhà Phố Quận 11 Điện thoại 0773 168 108 nhachinhchu nhabanquan11 nhabanduongnguyenchithanh nhabanquan11mrhuy",2,3,11
4700000000.0,Gò Vấp,37.0,"Nhà Nguyễn Kiệm, Phường 3, Gò Vấp.",3.0,3.0,"Nhà hẻm Nguyễn Kiệm 6m thông, 3 phòng ngủ. Nhà Nguyễn Kiệm, Phường 3, Gò Vấp. Diện tích 37m2 Mô tả Nhà 1 trệt 2 lầu, sân thượng gồm 3 phòng ngủ, 3 toilet, bếp, phòng có ban công thoáng sáng. Nhà đang cho thuê kinh doanh. Vị trí kinh doanh đỉnh, cách 2 căn ra mặt tiền Nguyễn Kiệm, đối diện bệnh viện 175, siêu thị BigC, thông đường số 2, thích hợp vừa ở vừa kinh doanh, buôn bán gì cũng tiện. Xe hơi chạy vòng quanh. Mọi chi tiết xin liên hệ Duyên 0908.638.007",3,3,5
8400000000.0,Gò Vấp,58.0,Quang Trung,4.0,6.0,"HXH Quang Trung Phường 8 Gò Vấp nhà mới ở ngay 58m2, 4 tầng chỉ 8.4 tỷ MS 2923 Vị trí đường Quang Trung Phường 8 Gò Vấp. Diện tích 58m2, 5.2m x 12m, 4 tầng với 4 phòng ngủ, 6 WC, ban công, giếng trời, sân thượng thoáng mát, cửa gỗ căm xe, bàn ghế tủ giường gỗ đỏ. Nhà mới, ở ngay. Hẻm xe hơi, sạch sẽ, an ninh, yên tĩnh, khu vực nhiều nhà cao tầng, dân trí. Pháp lý chuẩn, công chứng ngay.",4,0,5
4200000000.0,Tân Phú,40.0,"Vườn Lài, Phú Thọ Hòa, Tân Phú",3.0,2.0,"Nhà mới an ninh xe hơi đỗ cửa, Vườn Lài gần UB Tân Phú, 4.2 tỷ Nhà còn mới ở ngay, 1 trệt 1 lầu, gồm 3 phòng ngủ. Hẻm xe hơi đỗ cửa, gần mặt tiền. Vị trí gần UBND Quận, nhiều dịch vụ tiện ích xung quanh. Nhà thích hợp ở vừa mở công ty, cho thuê.. Vay được ngân hàng hơn 3 tỷ. Sổ hồng riêng, pháp lý chuẩn. Liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",2,1,23
3700000000.0,Quận 12,68.0,Hà Đặc - Trung Mỹ Tây - Quận 12,2.0,2.0,"Trung tâm KD sầm uất bậc nhất Trung Mỹ Tây-Q.12 - Nhà 68 m2-Xe hơi thông Hà Đặc-Chỉ 3 tỷ 7. Trung tâm KD sầm uất bậc nhất Trung Mỹ TâyQ.12 Nhà 68 m2Xe hơi thông Hà ĐặcChỉ 3 tỷ 7. Nhà 68 m2, ô tô tải thông ra Hà Đặc . Gần chợ chó, chợ Tân Chánh Hiệp. Khu vực trung tâm sầm uất bậc nhất phường Trung Mỹ Tây. Xung quanh đủ trường học các cấp, trung tâm Anh Ngữ ... Sổ hồng riêng, vuông đẹp. 0974642818 gặp Tươi xem nhà , xem sổ ngay.",1,2,12
4800000000.0,Gò Vấp,35.0,"Nhà Huỳnh Khương An, Phường 5, Gò Vấp.",3.0,3.0,"Nhà ngay trường đại học Công nghiệp, sát chợ Gò Vấp, sát mặt tiền, 4 tầng BTCT Nhà Huỳnh Khương An, Phường 5, Gò Vấp. Diện tích 3.5m x 11m Mô tả Kết cấu 3 tầng gồm 3 phòng ngủ, toilet, sân để xe. Hẻm trước nhà thoáng, cách 2 căn ra ngay mặt tiền lớn, khu dân trí cao. Vị trí ngay trung tâm Gò Vấp, đầy đủ tiện ích, thuận tiện đi lại, sát chợ Gò Vấp, trường đại học công nghiệp 4. Mọi chi tiết xin liên hệ Duyên 0908.638.007",4,3,5
3000000000.0,Quận 9,50.0,666 Lã Xuân Oai,2.0,2.0,"Nhà đẹp ngay ngả 3 Lã Xuân Oai, Tăng Nhơn Phú A, Thủ Đức 50m, 2 tầng, giá 3 tỷ Kết cấu BTCT 2 tầng 2PN 2WC. Vị trí ngay ngã ba Lã Xuân Oai Lê Văn Việt, Chợ Nhỏ. Hẻm sạch sẽ an ninh, yên tĩnh. Pháp lý sạch sẽ, sổ vuông vức, hoàn công đủ, công chứng ngay. Liên hệ Anh Thuận xem nhà. Uy tín Tận Tâm Trách nhiệm Tốc độ Giá trị. Giúp người mua mua được căn nhà ưng ý! Giúp người bán bán được căn nhà giá trị!",2,1,20
4300000000.0,Tân Bình,39.0,"Phan Huy Ích, P.15, Tân Bình",2.0,2.0,"Nhà mới ô tô đỗ cửa Phan Huy Ích cạnh Trường Chinh, 4.3 tỷ Nhà ở vị trí đep, đối diện cổng KCN Tân Bình, ngay góc Trường Chinh Phan Huy Ích, gần chợ Tân Trụ, Aeon Citi, Viettinbank,.. tiện ích xung quanh đầy đủ. Cách sân bay 10 phút, đi vào các Quận trung tâm rất thuận tiện. Nhà 1 trệt 1 lầu kiên cố chắc chắn, gồm phòng khách, bếp rộng, 2 phòng ngủ 2WC. Nhà mới nên vào ở ngay. Hẻm gần 4m ô tô đỗ cửa. Khu dân trí. Sổ hồng chính chủ, pháp lý chuẩn. Liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",2,1,22
6500000000.0,Gò Vấp,66.0,Quang Trung,3.0,4.0,"HXH Quang Trung Phường 8 Gò Vấp, nhà mới, 66m2, 3 tầng chỉ 6.5 tỷ MS 3023 Vị trí đường Quang Trung Phường 8 Gò Vấp. Diện tích 66m2, 4m x 16.5m, 3 tầng, 3 phòng ngủ khép kín, 4 WC, ban công, sân sau thoáng mát. Nhà mới, ở ngay. Hẻm xe hơi, sạch sẽ, an ninh, dân trí Sổ đẹp, hoàn công đủ.",3,0,5
7300000000.0,Quận 5,58.0,Thành phố Hồ Chí Minh,2.0,2.0,"#Quận 5#Trần Bình Trọng_ 58m2_ 2 TẦNG_ Hẻm Trục Thẳng_Nhà Mới Vào Ở Ngay Hẻm trục thẳng, thông Nguyễn Trãi, Nguyễn Biểu, Phan Văn Trị Diện tích 3.6m x 16.8m Kết cấu 1 trệt, 1 lầu , 2PN, 2WC Nhà còn mới đẹp vào ở ngay , khu vực trung tâm, dân trí cao, an ninh. Tiện ở KD cho thuê văn phòng, công ty. 1 phút sang Quận 1, 3, 8, 10. Nhích 2 phút có các chợ xung quanh, bệnh viện , trường học các cấp, khu trung tâm Vip Q5. 7ty300 thương lượng Sổ hồng riêng, đã hoàn công, công chứng ngay. Khách quan tâm liên hệ 0903356875 Hằng nhà đất SG nhabanquan1 Nhabanquan2 Nhabanquan3 Nhabanquan5 Nhabanquan8 Nhabanquan10 Nhabantanbinh Nhaphohochiminh Nhabanbdshochiminh",2,3,16
4500000000.0,Gò Vấp,45.0,"Nhà Nguyễn Thái Sơn, Phường 3, Gò Vấp.",2.0,2.0,"Nhà Lê Quang Đinh, cách hẻm xe tải 2m, 45m2 Nhà Lê Quang Định, Phường 1, Gò Vấp. Diện tích 45m2 Mô tả Kế cấu 1 trệt, 1 lầu, 2 phòng ngủ, 2 wc Hẻm trước nhà sạch sẽ, thông thoáng, cách hẻm ô tô tải 3 bước chân. Cách mặt tiền đường chỉ tầm 40m. Nhà kết cấu chắc chắn. Vị trí đắc địa, giáp quận Bình Thạnh, gần ngay Uỷ ban Nhân Dân quận Gò Vấp. Mọi chi tiết xin liên hệ Duyên 0908.638.007",2,1,5
3500000000.0,Tân Bình,36.0,"Nguyễn Sỹ Sách, P.15, Tân Bình",2.0,2.0,"Nhà mới ở ngay, gần công viên Nguyễn Sỹ Sách, 3.5 tỷ Nhà 1 trệt 1 lầu, 2 phòng ngủ mới đẹp. Ban công thoáng mát. Tiện ích xung quanh đầy đủ. Nhà gần chợ, trường học các cấp, công viên.. Hẻm sạch thoáng. Khu an ninh, yên tĩnh. Sổ hồng riêng, pháp lý chuẩn. Liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",2,2,22
